base_spirits,name,url,name_words,description,image,ingredients,Length
['gin'],blackberry sidecar,https://www.thespruceeats.com/blackberry-sidecar-recipe-760011,"['blackberry', 'sidecar']","Add a sweet herbal spice to your Manhattan and you have transformed an old favorite into a new, intriguing delight with a ton of style. This is the Blind Pilot cocktail and it is perfect for shaking up your whiskey routine. The Blind Pilot was created on one of those occasions when a patron came into the bar and asked me for something new featuring a combination of Galliano and whiskey. At that time, the vanilla-anise liqueur had just returned to its original formulation and I immediately thought of pairing the herbal notes of Galliano with the richness of Vya Vermouth. I then added a touch of sweetness to the mix with the rich tones of Jim Beam Bourbon. The result is a complex cocktail with notes of vanilla, chocolate and orange. It is an easy cocktail to make, requiring only three ingredients, yet the taste is complex and rather fascinating.",https://www.thespruceeats.com/thmb/SYcy0YJxNL60kt6cYAFikjtIIm4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/acai-martini-007-56a16fc95f9b58b7d0bf46ee.jpg,"['1 ounce bourbon whiskey (Jim Beam White Label)', '1 ounce sweet vermouth (Vya)', '1 ounce Galliano Liqueur']",3
['whiskey'],blind pilot,https://www.thespruceeats.com/the-blind-pilot-cocktail-recipe-761418,"['blind', 'pilot']","The Blood and Sand is one of the few Scotch cocktails that should be considered a classic. The complete history is somewhat shaky, but it is accepted that it was inspired by the movie Blood and Sand. The original film was produced in 1922 (starring Rudolph Valentino) and was remade in 1941 (starring Tyrone Powers) and again in 1989 (with Sharon Stone). The cocktail is a beautiful one with a touch of sweet citrus. Cherry Heering is a great substitution for the brandy because it has a more natural cherry flavor than many of today's cherry brandies. Also, fresh-squeezed orange juice is definitely recommended.",https://www.thespruceeats.com/thmb/evIdSsAwyuC2nN7HNwfXpraWiKo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BloodSand-104529807-56a170903df78cf7726aa9ad.jpg,"['3/4 ounce Scotch whisky', '3/4 ounce cherry brandy', '3/4 ounce sweet vermouth', '3/4 ounce orange juice', 'Orange peel for garnish']",5
['whiskey'],blood and sand,https://www.thespruceeats.com/blood-and-sand-cocktail-recipe-761336,"['blood', 'and', 'sand']","The blood martini is a perfect drink for Halloween parties. It offers an intriguing array of blackberry, grape, and ginger flavors in a blood-red cocktail and is easy to mix up. While the name is a popular one and the cocktails can vary greatly, this particular recipe is one of the best tasting you will find. This fruity vodka martini was developed by Ketel One Vodka to feature the brand's Citroen Vodka. It's a spectacular citrus-flavored vodka that forms a super-smooth base for the cocktail. The key to the bloody look is the combination of dark grape juice and blackberry syrup, which create a thick, dark red drink. It may look like a glass of blood, but the taste is quite delicious.",https://www.thespruceeats.com/thmb/srqaeqJ8BcdVsceZjQ9oTzosXek=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BloodMartini-135581184-56a174135f9b58b7d0bf6a34.jpg,"['1 1/2 ounces citrus vodka (Ketel One Citroen)', '1 ounce ginger liqueur', '1 ounce grape juice (dark)', '1/2 ounce blackberry syrup', 'Garnish: 2 blackberries and raspberries']",5
['vodka'],blood martini,https://www.thespruceeats.com/blood-martini-recipe-760939,"['blood', 'martini']","The Bloody Caesar is sometimes referred to simply as a Caesar and is a slight variation of the Bloody Mary. It's a popular drink in Canada and has some very dedicated fans, but it may not be for everyone. This recipe replaces the tomato juice of the Bloody Mary with Clamato (clam and tomato juice). The rest of the drink is almost exactly the same--though, just like the Bloody Mary, you can customize it. Add more hot sauce or choose an alternative to Tabasco; garnish with a pickle or stick with the celery. There are endless options. The Reindeer Caesar and Forty Creek Caesar are two recipes that have changed up the mix just a little bit and can serve as inspiration for your own Caesar experiments. If you love Clamato, the Bloody Caesar makes a great brunch cocktail and another option that may help alleviate hangover pains.",https://www.thespruceeats.com/thmb/kQ78RyccYR_rScR1J3yRRBmvmmI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bloody-caesar-recipe-761012-10_preview-5b15a8d1ba6177003dca544e.jpeg,"['1 1/2 ounces Ketel One vodka', '4 ounces Clamato juice', '2 dashes Worcestershire sauce', 'Dash Tabasco sauce', 'Lime wedge', 'Pepper (to taste)', 'Celery salt', 'Garnish: celery stalk']",8
['vodka'],bloody caesar,https://www.thespruceeats.com/bloody-caesar-recipe-761012,"['bloody', 'caesar']","When you see ""bloody"" in a drink's name you'll likely think of a tomato juice cocktail like the Bloody Mary. That is definitely not the case for this bloody margarita. Instead, it is a blood orange margarita that features the wonderful flavor of a blood red citrus fruit. Blood oranges are a little sweeter than the more common varieties of the fruit. The taste is more like an orange with a hint of raspberry. Blood orange juice is getting easier to find, though it's certainly not as readily available as the average orange juice. It is worth hunting down. The oranges are a perfect match for your favorite tequila and the cocktail is very easy to mix up. It makes a fantastic winter margarita because that is when blood oranges are in season, so keep an eye out for them.",https://www.thespruceeats.com/thmb/jQ-ps_M5_JnXT31IuQEkjl7HwEU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-93429345-581b89df5f9b581c0b004960.jpg,"['1 1/2 ounces tequila', '1 ounce blood orange juice', '1/2 ounce lime juice', '3/4 ounce orange liqueur (Cointreau)']",4
['tequila'],bloody margarita,https://www.thespruceeats.com/bloody-margarita-recipe-760801,"['bloody', 'margarita']","The Bloody Maria is the drink where the popular Bloody Mary meets tequila. That single change in the recipe makes a noticeable difference in the flavor. Unlike vodka, which gets lost in this heavily flavored, spicy drink, the tequila in the background stands out. It adds a vegetal earthiness that can only be found in tequila. From personal experience, the first time I had a Bloody Maria I was astounded at the difference. Since that day, this has become my bloody drink of choice and I encourage all tomato cocktail fans to give this one a try to see what you think.",https://www.thespruceeats.com/thmb/D-Nzntj1mgWCBjggOKfqpRUDY4k=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Bloody-Maria-Tini-001-56a174753df78cf7726aca3d.jpg,"['2 ounces tequila', '1 teaspoon horseradish', '3 dashes Tabasco sauce', '3 dashes Worcestershire sauce', '1 dash lime juice', '3 dashes celery salt', '3 dashes pepper', '6 ounces tomato juice (more or less to fill glass)', 'Optional: 1 teaspoon dijon mustard', 'Garnish: celery stalk', 'Garnish: lemon and/or lime wedge', 'Garnish: cucumber and/or cocktail shrimp']",12
['tequila'],bloody maria,https://www.thespruceeats.com/bloody-maria-tequila-760802,"['bloody', 'maria']","The bloody Mary is an icon in the cocktail world. It is a favorite brunch drink, anyone can mix it up, and it's touted as one of the best hangover cures. In short, few drinks can beat a made-from-scratch bloody Mary. There are no real secrets to making a great bloody Mary. It's actually a very simple drink when you break it down: Pour a shot of vodka over ice, fill the glass with tomato juice, then add lemon juice and spices. It comes together quickly or it can be prepared ahead of time for a DIY bloody Mary mix. The bloody Mary is completely adaptable to suit your personal taste. The drink can be as spicy or mild as you like. You can switch out the liquor or skip it altogether and enjoy a virgin Mary. It's really no wonder that this popular cocktail has inspired countless tomato drinks over the years.",https://www.thespruceeats.com/thmb/R7RSk0Y1tejtqG86QdSlKis7DLI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bloody-mary-recipe-and-tomato-cocktails-759596-15_preview-5b02f8b0ba61770036fd0f42.jpeg,"['1 1/2 ounces vodka', '3 ounces tomato juice', '1/2 ounce lemon juice', '1 dash Worcestershire sauce', 'Pinch celery salt', 'Pinch ground pepper', 'Hot sauce (to taste)', 'Optional: horseradish (to taste)', 'Garnish: celery stalk and/or pickle spear', 'Garnish: lemon wedge']",10
['vodka'],bloody mary,https://www.thespruceeats.com/bloody-mary-recipe-and-tomato-cocktails-759596,"['bloody', 'mary']","The Bloody Rum Punch is a take on the traditional sangria and its dark red color gives it a deep red hue that's perfect as an eerie punch for your Halloween party. It has a reputation as being a very strong punch, so consider yourself warned. Despite the longer list of ingredients, this is actually a very simple punch to construct. The key, however, is to make it ahead of time and allow all of the ingredients to rest together before serving. Have fun decorating your punch bowl with fake spiders, cobwebs (on the outside of the bowl), or with creepy, edible garnishes by floating the likes of this lychee eyeball in the drink.",https://www.thespruceeats.com/thmb/hbtD8TVfrhdzanLmq0VQ-E8GZ88=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BloodyRumPunch-91923424-56a170a65f9b58b7d0bf4e6b.jpg,"['1 (750 ml) bottle of DonQ Cristal Rum', '1/2 bottle red wine ', '6 ounces fresh lime juice', '6 ounces triple sec liqueur', '6 ounces simple syrup', '2 limes sliced in thin wheels', '2 red oranges sliced in thin wheels']",7
['rum'],bloody rum punch,https://www.thespruceeats.com/donq-bloody-rum-punch-760454,"['bloody', 'rum', 'punch']","The blue bayou recipe offers the refreshing taste of tropical fruits. It's a stunning blue drink that's perfect for summer and is a bit like a vodka margarita. A frozen cocktail, this recipe is incredibly easy and uses common ingredients. It features your favorite vodka with blue curacao, which gives it color and an orange flavor, then the fresh taste of pineapple and grapefruit. It's sure to remind you of warm breezy days spent relaxing poolside.",https://www.thespruceeats.com/thmb/s-aLgLvefM3R2rzqvxonZfBm1sA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BlueBayou-10186029-56a170f43df78cf7726aac02.jpg,"['1 cup ice', '1 1/2 ounces vodka', '1 ounce blue curacao', '1/2 cup pineapple (fresh or canned)', '2 ounces grapefruit juice', 'Garnish: pineapple wedge']",6
['vodka'],blue bayou,https://www.thespruceeats.com/blue-bayou-cocktail-recipe-759599,"['blue', 'bayou']","The blue blazer is definitely a cocktail for advanced bartenders because it involves rolling flaming whiskey from one mug to another. The story behind the drink is that Jerry Thomas created it in the 1800s and etchings of him making the drink are possibly the most famous images of ""The Professor"" that survive today. The blue blazer may be a drink for the pros, but anyone can try flaming drinks like the English Christmas punch, flaming Dr. Pepper, and goblet of fire. Be sure to read through the safety tips before attempting any of them, though.",https://www.thespruceeats.com/thmb/TwQrkKx7cZOPeZsDTmgGyA71Gcw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BlueBlazer-121841733-56a172115f9b58b7d0bf5a84.jpg,"['2 ounces scotch', '1 1/2 ounces water (boiling)', 'Sugar to taste (for sweetening)', 'Garnish: lemon peel']",4
['whiskey'],blue blazer,https://www.thespruceeats.com/jerry-thomas-classic-blue-blazer-cocktail-761417,"['blue', 'blazer']","The blue Hawaiian cocktail is a fantastic and fun tiki drink. It's filled with rum, pineapple, and coconut and, best of all, it's blue! Blue cocktails are always hard to resist because the color lures you in for a taste of the sweet tropical flavor. This recipe, which is nicknamed the ""swimming pool cocktail,"" is no exception so you might be tempted to drink more than one. In essence, this is a blue version of the popular pina colada. It simply splits up the coconut and pineapple flavors to allow room for the blue curacao, which is an orange-flavored liqueur that is responsible for the drink's mesmerizing aquamarine color. You have two options when it comes to mixing this tropical summer cocktail. Shake it or blend it, either way, it's very easy to make.",https://www.thespruceeats.com/thmb/9X86rMHr-YHYKi8wU45hQA5SGJA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/blue-hawaiian-recipe-759284-10-5b3fab0a46e0fb0036527479.jpg,"['1 1/2 ounces rum', '3/4 ounce blue curacao liqueur', '3/4 ounce cream of coconut', '2 ounces pineapple juice', 'Garnish: maraschino cherry', 'Garnish: pineapple wedge']",6
